"first","second"
"197.982 , 221.9775 , 36.975","230.979 , 126.99 , 114.9795"
"197.982 , 221.9775 , 36.975","232.9935 , 52.989 , 6.987"
"197.982 , 221.9775 , 36.975","162.996 , 87.975 , 57.987"
"197.982 , 221.9775 , 36.975","165.9795 , 26.979 , 1.989"
"197.982 , 221.9775 , 36.975","120.9975 , 41.9985 , 24.99"
"197.982 , 221.9775 , 36.975","246.993 , 153.9945 , 161.976"
"197.982 , 221.9775 , 36.975","226.9755 , 97.9965 , 100.98"
"197.982 , 221.9775 , 36.975","210.987 , 121.992 , 125.9955"
"197.982 , 221.9775 , 36.975","218.994 , 11.985 , 39.984"
"197.982 , 221.9775 , 36.975","150.9855 , 72.981 , 75.99"
"197.982 , 221.9775 , 36.975","155.9835 , 8.976 , 26.979"
"197.982 , 221.9775 , 36.975","89.9895 , 29.988 , 31.977"
"197.982 , 221.9775 , 36.975","1.989 , 3.978 , 0.9945"
"197.982 , 221.9775 , 36.975","41.9985 , 48.9855 , 40.9785"
"197.982 , 221.9775 , 36.975","89.9895 , 95.982 , 81.9825"
"197.982 , 221.9775 , 36.975","93.993 , 99.9855 , 85.986"
"197.982 , 221.9775 , 36.975","126.99 , 130.9935 , 116.994"
"197.982 , 221.9775 , 36.975","157.998 , 161.976 , 147.9765"
"197.982 , 221.9775 , 36.975","180.999 , 186.9915 , 172.992"
"197.982 , 221.9775 , 36.975","216.9795 , 218.994 , 205.989"
"197.982 , 221.9775 , 36.975","246.993 , 247.9875 , 241.995"
"174.981 , 190.995 , 90.984","174.981 , 190.995 , 90.984"
"174.981 , 190.995 , 90.984","170.9775 , 201.9855 , 1.989"
"174.981 , 190.995 , 90.984","132.9825 , 147.9765 , 42.993"
"174.981 , 190.995 , 90.984","117.9885 , 142.9785 , 0.9945"
"174.981 , 190.995 , 90.984","68.9775 , 85.986 , 7.9815"
"174.981 , 190.995 , 90.984","251.991 , 236.997 , 119.9775"
"174.981 , 190.995 , 90.984","252.9855 , 221.9775 , 42.993"
"174.981 , 190.995 , 90.984","211.9815 , 190.995 , 81.9825"
"174.981 , 190.995 , 90.984","244.9785 , 208.998 , 0.9945"
"174.981 , 190.995 , 90.984","175.9755 , 151.98 , 45.9765"
"174.981 , 190.995 , 90.984","170.9775 , 143.9985 , 2.9835"
"174.981 , 190.995 , 90.984","104.9835 , 90.984 , 20.9865"
"174.981 , 190.995 , 90.984","250.9965 , 200.991 , 141.984"
"174.981 , 190.995 , 90.984","251.991 , 166.9995 , 40.9785"
"174.981 , 190.995 , 90.984","228.99 , 154.989 , 91.9785"
"174.981 , 190.995 , 90.984","255 , 143.9985 , 0"
"174.981 , 190.995 , 90.984","174.981 , 120.9975 , 60.996"
"174.981 , 190.995 , 90.984","172.992 , 100.98 , 1.989"
"174.981 , 190.995 , 90.984","118.983 , 69.9975 , 11.985"
"174.981 , 190.995 , 90.984","250.9965 , 175.9755 , 153"
"174.981 , 190.995 , 90.984","251.991 , 112.9905 , 46.9965"
"174.981 , 190.995 , 90.984","230.979 , 126.99 , 114.9795"
"174.981 , 190.995 , 90.984","232.9935 , 52.989 , 6.987"
"174.981 , 190.995 , 90.984","162.996 , 87.975 , 57.987"
"174.981 , 190.995 , 90.984","165.9795 , 26.979 , 1.989"
"174.981 , 190.995 , 90.984","120.9975 , 41.9985 , 24.99"
"174.981 , 190.995 , 90.984","246.993 , 153.9945 , 161.976"
"174.981 , 190.995 , 90.984","226.9755 , 97.9965 , 100.98"
"174.981 , 190.995 , 90.984","210.987 , 121.992 , 125.9955"
"174.981 , 190.995 , 90.984","218.994 , 11.985 , 39.984"
"174.981 , 190.995 , 90.984","150.9855 , 72.981 , 75.99"
"174.981 , 190.995 , 90.984","155.9835 , 8.976 , 26.979"
"174.981 , 190.995 , 90.984","89.9895 , 29.988 , 31.977"
"174.981 , 190.995 , 90.984","1.989 , 3.978 , 0.9945"
"174.981 , 190.995 , 90.984","41.9985 , 48.9855 , 40.9785"
"174.981 , 190.995 , 90.984","89.9895 , 95.982 , 81.9825"
"174.981 , 190.995 , 90.984","93.993 , 99.9855 , 85.986"
"174.981 , 190.995 , 90.984","126.99 , 130.9935 , 116.994"
"174.981 , 190.995 , 90.984","157.998 , 161.976 , 147.9765"
"174.981 , 190.995 , 90.984","180.999 , 186.9915 , 172.992"
"174.981 , 190.995 , 90.984","216.9795 , 218.994 , 205.989"
"174.981 , 190.995 , 90.984","246.993 , 247.9875 , 241.995"
"170.9775 , 201.9855 , 1.989","170.9775 , 201.9855 , 1.989"
"170.9775 , 201.9855 , 1.989","132.9825 , 147.9765 , 42.993"
"170.9775 , 201.9855 , 1.989","117.9885 , 142.9785 , 0.9945"
"170.9775 , 201.9855 , 1.989","68.9775 , 85.986 , 7.9815"
"170.9775 , 201.9855 , 1.989","251.991 , 236.997 , 119.9775"
"170.9775 , 201.9855 , 1.989","252.9855 , 221.9775 , 42.993"
"170.9775 , 201.9855 , 1.989","211.9815 , 190.995 , 81.9825"
"170.9775 , 201.9855 , 1.989","244.9785 , 208.998 , 0.9945"
"170.9775 , 201.9855 , 1.989","175.9755 , 151.98 , 45.9765"
"170.9775 , 201.9855 , 1.989","170.9775 , 143.9985 , 2.9835"
"170.9775 , 201.9855 , 1.989","104.9835 , 90.984 , 20.9865"
"170.9775 , 201.9855 , 1.989","250.9965 , 200.991 , 141.984"
"170.9775 , 201.9855 , 1.989","251.991 , 166.9995 , 40.9785"
"170.9775 , 201.9855 , 1.989","228.99 , 154.989 , 91.9785"
"170.9775 , 201.9855 , 1.989","255 , 143.9985 , 0"
"170.9775 , 201.9855 , 1.989","174.981 , 120.9975 , 60.996"
"170.9775 , 201.9855 , 1.989","172.992 , 100.98 , 1.989"
"170.9775 , 201.9855 , 1.989","118.983 , 69.9975 , 11.985"
"170.9775 , 201.9855 , 1.989","250.9965 , 175.9755 , 153"
"170.9775 , 201.9855 , 1.989","251.991 , 112.9905 , 46.9965"
"170.9775 , 201.9855 , 1.989","230.979 , 126.99 , 114.9795"
"170.9775 , 201.9855 , 1.989","232.9935 , 52.989 , 6.987"
"170.9775 , 201.9855 , 1.989","162.996 , 87.975 , 57.987"
"170.9775 , 201.9855 , 1.989","165.9795 , 26.979 , 1.989"
"170.9775 , 201.9855 , 1.989","120.9975 , 41.9985 , 24.99"
"170.9775 , 201.9855 , 1.989","246.993 , 153.9945 , 161.976"
"170.9775 , 201.9855 , 1.989","226.9755 , 97.9965 , 100.98"
"170.9775 , 201.9855 , 1.989","210.987 , 121.992 , 125.9955"
"170.9775 , 201.9855 , 1.989","218.994 , 11.985 , 39.984"
"170.9775 , 201.9855 , 1.989","150.9855 , 72.981 , 75.99"
"170.9775 , 201.9855 , 1.989","155.9835 , 8.976 , 26.979"
"170.9775 , 201.9855 , 1.989","89.9895 , 29.988 , 31.977"
"170.9775 , 201.9855 , 1.989","1.989 , 3.978 , 0.9945"
"170.9775 , 201.9855 , 1.989","41.9985 , 48.9855 , 40.9785"
"170.9775 , 201.9855 , 1.989","89.9895 , 95.982 , 81.9825"
"170.9775 , 201.9855 , 1.989","93.993 , 99.9855 , 85.986"
"170.9775 , 201.9855 , 1.989","126.99 , 130.9935 , 116.994"
"170.9775 , 201.9855 , 1.989","157.998 , 161.976 , 147.9765"
"170.9775 , 201.9855 , 1.989","180.999 , 186.9915 , 172.992"
"170.9775 , 201.9855 , 1.989","216.9795 , 218.994 , 205.989"
"170.9775 , 201.9855 , 1.989","246.993 , 247.9875 , 241.995"
"132.9825 , 147.9765 , 42.993","132.9825 , 147.9765 , 42.993"
"132.9825 , 147.9765 , 42.993","117.9885 , 142.9785 , 0.9945"
"132.9825 , 147.9765 , 42.993","68.9775 , 85.986 , 7.9815"
"132.9825 , 147.9765 , 42.993","251.991 , 236.997 , 119.9775"
"132.9825 , 147.9765 , 42.993","252.9855 , 221.9775 , 42.993"
"132.9825 , 147.9765 , 42.993","211.9815 , 190.995 , 81.9825"
"132.9825 , 147.9765 , 42.993","244.9785 , 208.998 , 0.9945"
"132.9825 , 147.9765 , 42.993","175.9755 , 151.98 , 45.9765"
"132.9825 , 147.9765 , 42.993","170.9775 , 143.9985 , 2.9835"
"132.9825 , 147.9765 , 42.993","104.9835 , 90.984 , 20.9865"
"132.9825 , 147.9765 , 42.993","250.9965 , 200.991 , 141.984"
"132.9825 , 147.9765 , 42.993","251.991 , 166.9995 , 40.9785"
"132.9825 , 147.9765 , 42.993","228.99 , 154.989 , 91.9785"
"132.9825 , 147.9765 , 42.993","255 , 143.9985 , 0"
"132.9825 , 147.9765 , 42.993","174.981 , 120.9975 , 60.996"
"132.9825 , 147.9765 , 42.993","172.992 , 100.98 , 1.989"
"132.9825 , 147.9765 , 42.993","118.983 , 69.9975 , 11.985"
"132.9825 , 147.9765 , 42.993","250.9965 , 175.9755 , 153"
"132.9825 , 147.9765 , 42.993","251.991 , 112.9905 , 46.9965"
"132.9825 , 147.9765 , 42.993","230.979 , 126.99 , 114.9795"
"132.9825 , 147.9765 , 42.993","232.9935 , 52.989 , 6.987"
"132.9825 , 147.9765 , 42.993","162.996 , 87.975 , 57.987"
"132.9825 , 147.9765 , 42.993","165.9795 , 26.979 , 1.989"
"132.9825 , 147.9765 , 42.993","120.9975 , 41.9985 , 24.99"
"132.9825 , 147.9765 , 42.993","246.993 , 153.9945 , 161.976"
"132.9825 , 147.9765 , 42.993","226.9755 , 97.9965 , 100.98"
"132.9825 , 147.9765 , 42.993","210.987 , 121.992 , 125.9955"
"132.9825 , 147.9765 , 42.993","218.994 , 11.985 , 39.984"
"132.9825 , 147.9765 , 42.993","150.9855 , 72.981 , 75.99"
"132.9825 , 147.9765 , 42.993","155.9835 , 8.976 , 26.979"
"132.9825 , 147.9765 , 42.993","89.9895 , 29.988 , 31.977"
"132.9825 , 147.9765 , 42.993","1.989 , 3.978 , 0.9945"
"132.9825 , 147.9765 , 42.993","41.9985 , 48.9855 , 40.9785"
"132.9825 , 147.9765 , 42.993","89.9895 , 95.982 , 81.9825"
"132.9825 , 147.9765 , 42.993","93.993 , 99.9855 , 85.986"
"132.9825 , 147.9765 , 42.993","126.99 , 130.9935 , 116.994"
"132.9825 , 147.9765 , 42.993","157.998 , 161.976 , 147.9765"
"132.9825 , 147.9765 , 42.993","180.999 , 186.9915 , 172.992"
"132.9825 , 147.9765 , 42.993","216.9795 , 218.994 , 205.989"
"132.9825 , 147.9765 , 42.993","246.993 , 247.9875 , 241.995"
"117.9885 , 142.9785 , 0.9945","117.9885 , 142.9785 , 0.9945"
"117.9885 , 142.9785 , 0.9945","68.9775 , 85.986 , 7.9815"
"117.9885 , 142.9785 , 0.9945","251.991 , 236.997 , 119.9775"
"117.9885 , 142.9785 , 0.9945","252.9855 , 221.9775 , 42.993"
"117.9885 , 142.9785 , 0.9945","211.9815 , 190.995 , 81.9825"
"117.9885 , 142.9785 , 0.9945","244.9785 , 208.998 , 0.9945"
"117.9885 , 142.9785 , 0.9945","175.9755 , 151.98 , 45.9765"
"117.9885 , 142.9785 , 0.9945","170.9775 , 143.9985 , 2.9835"
"117.9885 , 142.9785 , 0.9945","104.9835 , 90.984 , 20.9865"
"117.9885 , 142.9785 , 0.9945","250.9965 , 200.991 , 141.984"
"117.9885 , 142.9785 , 0.9945","251.991 , 166.9995 , 40.9785"
"117.9885 , 142.9785 , 0.9945","228.99 , 154.989 , 91.9785"
"117.9885 , 142.9785 , 0.9945","255 , 143.9985 , 0"
"117.9885 , 142.9785 , 0.9945","174.981 , 120.9975 , 60.996"
"117.9885 , 142.9785 , 0.9945","172.992 , 100.98 , 1.989"
"117.9885 , 142.9785 , 0.9945","118.983 , 69.9975 , 11.985"
"117.9885 , 142.9785 , 0.9945","250.9965 , 175.9755 , 153"
"117.9885 , 142.9785 , 0.9945","251.991 , 112.9905 , 46.9965"
"117.9885 , 142.9785 , 0.9945","230.979 , 126.99 , 114.9795"
"117.9885 , 142.9785 , 0.9945","232.9935 , 52.989 , 6.987"
"117.9885 , 142.9785 , 0.9945","162.996 , 87.975 , 57.987"
"117.9885 , 142.9785 , 0.9945","165.9795 , 26.979 , 1.989"
"117.9885 , 142.9785 , 0.9945","120.9975 , 41.9985 , 24.99"
"117.9885 , 142.9785 , 0.9945","246.993 , 153.9945 , 161.976"
"117.9885 , 142.9785 , 0.9945","226.9755 , 97.9965 , 100.98"
"117.9885 , 142.9785 , 0.9945","210.987 , 121.992 , 125.9955"
"117.9885 , 142.9785 , 0.9945","218.994 , 11.985 , 39.984"
"117.9885 , 142.9785 , 0.9945","150.9855 , 72.981 , 75.99"
"117.9885 , 142.9785 , 0.9945","155.9835 , 8.976 , 26.979"
"117.9885 , 142.9785 , 0.9945","89.9895 , 29.988 , 31.977"
"117.9885 , 142.9785 , 0.9945","1.989 , 3.978 , 0.9945"
"117.9885 , 142.9785 , 0.9945","41.9985 , 48.9855 , 40.9785"
"117.9885 , 142.9785 , 0.9945","89.9895 , 95.982 , 81.9825"
"117.9885 , 142.9785 , 0.9945","93.993 , 99.9855 , 85.986"
"117.9885 , 142.9785 , 0.9945","126.99 , 130.9935 , 116.994"
"117.9885 , 142.9785 , 0.9945","157.998 , 161.976 , 147.9765"
"117.9885 , 142.9785 , 0.9945","180.999 , 186.9915 , 172.992"
"117.9885 , 142.9785 , 0.9945","216.9795 , 218.994 , 205.989"
"117.9885 , 142.9785 , 0.9945","246.993 , 247.9875 , 241.995"
"68.9775 , 85.986 , 7.9815","68.9775 , 85.986 , 7.9815"
"68.9775 , 85.986 , 7.9815","251.991 , 236.997 , 119.9775"
"68.9775 , 85.986 , 7.9815","252.9855 , 221.9775 , 42.993"
"68.9775 , 85.986 , 7.9815","211.9815 , 190.995 , 81.9825"
"68.9775 , 85.986 , 7.9815","244.9785 , 208.998 , 0.9945"
"68.9775 , 85.986 , 7.9815","175.9755 , 151.98 , 45.9765"
"68.9775 , 85.986 , 7.9815","170.9775 , 143.9985 , 2.9835"
"68.9775 , 85.986 , 7.9815","104.9835 , 90.984 , 20.9865"
"68.9775 , 85.986 , 7.9815","250.9965 , 200.991 , 141.984"
"68.9775 , 85.986 , 7.9815","251.991 , 166.9995 , 40.9785"
"68.9775 , 85.986 , 7.9815","228.99 , 154.989 , 91.9785"
"68.9775 , 85.986 , 7.9815","255 , 143.9985 , 0"
"68.9775 , 85.986 , 7.9815","174.981 , 120.9975 , 60.996"
"68.9775 , 85.986 , 7.9815","172.992 , 100.98 , 1.989"
"68.9775 , 85.986 , 7.9815","118.983 , 69.9975 , 11.985"
"68.9775 , 85.986 , 7.9815","250.9965 , 175.9755 , 153"
"68.9775 , 85.986 , 7.9815","251.991 , 112.9905 , 46.9965"
"68.9775 , 85.986 , 7.9815","230.979 , 126.99 , 114.9795"
"68.9775 , 85.986 , 7.9815","232.9935 , 52.989 , 6.987"
"68.9775 , 85.986 , 7.9815","162.996 , 87.975 , 57.987"
"68.9775 , 85.986 , 7.9815","165.9795 , 26.979 , 1.989"
"68.9775 , 85.986 , 7.9815","120.9975 , 41.9985 , 24.99"
"68.9775 , 85.986 , 7.9815","246.993 , 153.9945 , 161.976"
"68.9775 , 85.986 , 7.9815","226.9755 , 97.9965 , 100.98"
"68.9775 , 85.986 , 7.9815","210.987 , 121.992 , 125.9955"
"68.9775 , 85.986 , 7.9815","218.994 , 11.985 , 39.984"
"68.9775 , 85.986 , 7.9815","150.9855 , 72.981 , 75.99"
"68.9775 , 85.986 , 7.9815","155.9835 , 8.976 , 26.979"
"68.9775 , 85.986 , 7.9815","89.9895 , 29.988 , 31.977"
"68.9775 , 85.986 , 7.9815","1.989 , 3.978 , 0.9945"
"68.9775 , 85.986 , 7.9815","41.9985 , 48.9855 , 40.9785"
"68.9775 , 85.986 , 7.9815","89.9895 , 95.982 , 81.9825"
"68.9775 , 85.986 , 7.9815","93.993 , 99.9855 , 85.986"
"68.9775 , 85.986 , 7.9815","126.99 , 130.9935 , 116.994"
"68.9775 , 85.986 , 7.9815","157.998 , 161.976 , 147.9765"
"68.9775 , 85.986 , 7.9815","180.999 , 186.9915 , 172.992"
"68.9775 , 85.986 , 7.9815","216.9795 , 218.994 , 205.989"
"68.9775 , 85.986 , 7.9815","246.993 , 247.9875 , 241.995"
"251.991 , 236.997 , 119.9775","251.991 , 236.997 , 119.9775"
"251.991 , 236.997 , 119.9775","252.9855 , 221.9775 , 42.993"
"251.991 , 236.997 , 119.9775","211.9815 , 190.995 , 81.9825"
"251.991 , 236.997 , 119.9775","244.9785 , 208.998 , 0.9945"
"251.991 , 236.997 , 119.9775","175.9755 , 151.98 , 45.9765"
"251.991 , 236.997 , 119.9775","170.9775 , 143.9985 , 2.9835"
"251.991 , 236.997 , 119.9775","104.9835 , 90.984 , 20.9865"
"251.991 , 236.997 , 119.9775","250.9965 , 200.991 , 141.984"
"251.991 , 236.997 , 119.9775","251.991 , 166.9995 , 40.9785"
"251.991 , 236.997 , 119.9775","228.99 , 154.989 , 91.9785"
"251.991 , 236.997 , 119.9775","255 , 143.9985 , 0"
"251.991 , 236.997 , 119.9775","174.981 , 120.9975 , 60.996"
"251.991 , 236.997 , 119.9775","172.992 , 100.98 , 1.989"
"251.991 , 236.997 , 119.9775","118.983 , 69.9975 , 11.985"
"251.991 , 236.997 , 119.9775","250.9965 , 175.9755 , 153"
"251.991 , 236.997 , 119.9775","251.991 , 112.9905 , 46.9965"
"251.991 , 236.997 , 119.9775","230.979 , 126.99 , 114.9795"
"251.991 , 236.997 , 119.9775","232.9935 , 52.989 , 6.987"
"251.991 , 236.997 , 119.9775","162.996 , 87.975 , 57.987"
"251.991 , 236.997 , 119.9775","165.9795 , 26.979 , 1.989"
"251.991 , 236.997 , 119.9775","120.9975 , 41.9985 , 24.99"
"251.991 , 236.997 , 119.9775","246.993 , 153.9945 , 161.976"
"251.991 , 236.997 , 119.9775","226.9755 , 97.9965 , 100.98"
"251.991 , 236.997 , 119.9775","210.987 , 121.992 , 125.9955"
"251.991 , 236.997 , 119.9775","218.994 , 11.985 , 39.984"
"251.991 , 236.997 , 119.9775","150.9855 , 72.981 , 75.99"
"251.991 , 236.997 , 119.9775","155.9835 , 8.976 , 26.979"
"251.991 , 236.997 , 119.9775","89.9895 , 29.988 , 31.977"
"251.991 , 236.997 , 119.9775","1.989 , 3.978 , 0.9945"
"251.991 , 236.997 , 119.9775","41.9985 , 48.9855 , 40.9785"
"251.991 , 236.997 , 119.9775","89.9895 , 95.982 , 81.9825"
"251.991 , 236.997 , 119.9775","93.993 , 99.9855 , 85.986"
"251.991 , 236.997 , 119.9775","126.99 , 130.9935 , 116.994"
"251.991 , 236.997 , 119.9775","157.998 , 161.976 , 147.9765"
"251.991 , 236.997 , 119.9775","180.999 , 186.9915 , 172.992"
"251.991 , 236.997 , 119.9775","216.9795 , 218.994 , 205.989"
"251.991 , 236.997 , 119.9775","246.993 , 247.9875 , 241.995"
"252.9855 , 221.9775 , 42.993","252.9855 , 221.9775 , 42.993"
"252.9855 , 221.9775 , 42.993","211.9815 , 190.995 , 81.9825"
"252.9855 , 221.9775 , 42.993","244.9785 , 208.998 , 0.9945"
"252.9855 , 221.9775 , 42.993","175.9755 , 151.98 , 45.9765"
"252.9855 , 221.9775 , 42.993","170.9775 , 143.9985 , 2.9835"
"252.9855 , 221.9775 , 42.993","104.9835 , 90.984 , 20.9865"
"252.9855 , 221.9775 , 42.993","250.9965 , 200.991 , 141.984"
"252.9855 , 221.9775 , 42.993","251.991 , 166.9995 , 40.9785"
"252.9855 , 221.9775 , 42.993","228.99 , 154.989 , 91.9785"
"252.9855 , 221.9775 , 42.993","255 , 143.9985 , 0"
"252.9855 , 221.9775 , 42.993","174.981 , 120.9975 , 60.996"
"252.9855 , 221.9775 , 42.993","172.992 , 100.98 , 1.989"
"252.9855 , 221.9775 , 42.993","118.983 , 69.9975 , 11.985"
"252.9855 , 221.9775 , 42.993","250.9965 , 175.9755 , 153"
"252.9855 , 221.9775 , 42.993","251.991 , 112.9905 , 46.9965"
"252.9855 , 221.9775 , 42.993","230.979 , 126.99 , 114.9795"
"252.9855 , 221.9775 , 42.993","232.9935 , 52.989 , 6.987"
"252.9855 , 221.9775 , 42.993","162.996 , 87.975 , 57.987"
"252.9855 , 221.9775 , 42.993","165.9795 , 26.979 , 1.989"
"252.9855 , 221.9775 , 42.993","120.9975 , 41.9985 , 24.99"
"252.9855 , 221.9775 , 42.993","246.993 , 153.9945 , 161.976"
"252.9855 , 221.9775 , 42.993","226.9755 , 97.9965 , 100.98"
"252.9855 , 221.9775 , 42.993","210.987 , 121.992 , 125.9955"
"252.9855 , 221.9775 , 42.993","218.994 , 11.985 , 39.984"
"252.9855 , 221.9775 , 42.993","150.9855 , 72.981 , 75.99"
"252.9855 , 221.9775 , 42.993","155.9835 , 8.976 , 26.979"
"252.9855 , 221.9775 , 42.993","89.9895 , 29.988 , 31.977"
"252.9855 , 221.9775 , 42.993","1.989 , 3.978 , 0.9945"
"252.9855 , 221.9775 , 42.993","41.9985 , 48.9855 , 40.9785"
"252.9855 , 221.9775 , 42.993","89.9895 , 95.982 , 81.9825"
"252.9855 , 221.9775 , 42.993","93.993 , 99.9855 , 85.986"
"252.9855 , 221.9775 , 42.993","126.99 , 130.9935 , 116.994"
"252.9855 , 221.9775 , 42.993","157.998 , 161.976 , 147.9765"
"252.9855 , 221.9775 , 42.993","180.999 , 186.9915 , 172.992"
"252.9855 , 221.9775 , 42.993","216.9795 , 218.994 , 205.989"
"252.9855 , 221.9775 , 42.993","246.993 , 247.9875 , 241.995"
"211.9815 , 190.995 , 81.9825","211.9815 , 190.995 , 81.9825"
"211.9815 , 190.995 , 81.9825","244.9785 , 208.998 , 0.9945"
"211.9815 , 190.995 , 81.9825","175.9755 , 151.98 , 45.9765"
"211.9815 , 190.995 , 81.9825","170.9775 , 143.9985 , 2.9835"
"211.9815 , 190.995 , 81.9825","104.9835 , 90.984 , 20.9865"
"211.9815 , 190.995 , 81.9825","250.9965 , 200.991 , 141.984"
"211.9815 , 190.995 , 81.9825","251.991 , 166.9995 , 40.9785"
"211.9815 , 190.995 , 81.9825","228.99 , 154.989 , 91.9785"
"211.9815 , 190.995 , 81.9825","255 , 143.9985 , 0"
"211.9815 , 190.995 , 81.9825","174.981 , 120.9975 , 60.996"
"211.9815 , 190.995 , 81.9825","172.992 , 100.98 , 1.989"
"211.9815 , 190.995 , 81.9825","118.983 , 69.9975 , 11.985"
"211.9815 , 190.995 , 81.9825","250.9965 , 175.9755 , 153"
"211.9815 , 190.995 , 81.9825","251.991 , 112.9905 , 46.9965"
"211.9815 , 190.995 , 81.9825","230.979 , 126.99 , 114.9795"
"211.9815 , 190.995 , 81.9825","232.9935 , 52.989 , 6.987"
"211.9815 , 190.995 , 81.9825","162.996 , 87.975 , 57.987"
"211.9815 , 190.995 , 81.9825","165.9795 , 26.979 , 1.989"
"211.9815 , 190.995 , 81.9825","120.9975 , 41.9985 , 24.99"
"211.9815 , 190.995 , 81.9825","246.993 , 153.9945 , 161.976"
"211.9815 , 190.995 , 81.9825","226.9755 , 97.9965 , 100.98"
"211.9815 , 190.995 , 81.9825","210.987 , 121.992 , 125.9955"
"211.9815 , 190.995 , 81.9825","218.994 , 11.985 , 39.984"
"211.9815 , 190.995 , 81.9825","150.9855 , 72.981 , 75.99"
"211.9815 , 190.995 , 81.9825","155.9835 , 8.976 , 26.979"
"211.9815 , 190.995 , 81.9825","89.9895 , 29.988 , 31.977"
"211.9815 , 190.995 , 81.9825","1.989 , 3.978 , 0.9945"
"211.9815 , 190.995 , 81.9825","41.9985 , 48.9855 , 40.9785"
"211.9815 , 190.995 , 81.9825","89.9895 , 95.982 , 81.9825"
"211.9815 , 190.995 , 81.9825","93.993 , 99.9855 , 85.986"
"211.9815 , 190.995 , 81.9825","126.99 , 130.9935 , 116.994"
"211.9815 , 190.995 , 81.9825","157.998 , 161.976 , 147.9765"
"211.9815 , 190.995 , 81.9825","180.999 , 186.9915 , 172.992"
"211.9815 , 190.995 , 81.9825","216.9795 , 218.994 , 205.989"
"211.9815 , 190.995 , 81.9825","246.993 , 247.9875 , 241.995"
"244.9785 , 208.998 , 0.9945","244.9785 , 208.998 , 0.9945"
"244.9785 , 208.998 , 0.9945","175.9755 , 151.98 , 45.9765"
"244.9785 , 208.998 , 0.9945","170.9775 , 143.9985 , 2.9835"
"244.9785 , 208.998 , 0.9945","104.9835 , 90.984 , 20.9865"
"244.9785 , 208.998 , 0.9945","250.9965 , 200.991 , 141.984"
"244.9785 , 208.998 , 0.9945","251.991 , 166.9995 , 40.9785"
"244.9785 , 208.998 , 0.9945","228.99 , 154.989 , 91.9785"
"244.9785 , 208.998 , 0.9945","255 , 143.9985 , 0"
"244.9785 , 208.998 , 0.9945","174.981 , 120.9975 , 60.996"
"244.9785 , 208.998 , 0.9945","172.992 , 100.98 , 1.989"
"244.9785 , 208.998 , 0.9945","118.983 , 69.9975 , 11.985"
"244.9785 , 208.998 , 0.9945","250.9965 , 175.9755 , 153"
"244.9785 , 208.998 , 0.9945","251.991 , 112.9905 , 46.9965"
"244.9785 , 208.998 , 0.9945","230.979 , 126.99 , 114.9795"
"244.9785 , 208.998 , 0.9945","232.9935 , 52.989 , 6.987"
"244.9785 , 208.998 , 0.9945","162.996 , 87.975 , 57.987"
"244.9785 , 208.998 , 0.9945","165.9795 , 26.979 , 1.989"
"244.9785 , 208.998 , 0.9945","120.9975 , 41.9985 , 24.99"
"244.9785 , 208.998 , 0.9945","246.993 , 153.9945 , 161.976"
"244.9785 , 208.998 , 0.9945","226.9755 , 97.9965 , 100.98"
"244.9785 , 208.998 , 0.9945","210.987 , 121.992 , 125.9955"
"244.9785 , 208.998 , 0.9945","218.994 , 11.985 , 39.984"
"244.9785 , 208.998 , 0.9945","150.9855 , 72.981 , 75.99"
"244.9785 , 208.998 , 0.9945","155.9835 , 8.976 , 26.979"
"244.9785 , 208.998 , 0.9945","89.9895 , 29.988 , 31.977"
"244.9785 , 208.998 , 0.9945","1.989 , 3.978 , 0.9945"
"244.9785 , 208.998 , 0.9945","41.9985 , 48.9855 , 40.9785"
"244.9785 , 208.998 , 0.9945","89.9895 , 95.982 , 81.9825"
"244.9785 , 208.998 , 0.9945","93.993 , 99.9855 , 85.986"
"244.9785 , 208.998 , 0.9945","126.99 , 130.9935 , 116.994"
"244.9785 , 208.998 , 0.9945","157.998 , 161.976 , 147.9765"
"244.9785 , 208.998 , 0.9945","180.999 , 186.9915 , 172.992"
"244.9785 , 208.998 , 0.9945","216.9795 , 218.994 , 205.989"
"244.9785 , 208.998 , 0.9945","246.993 , 247.9875 , 241.995"
"175.9755 , 151.98 , 45.9765","175.9755 , 151.98 , 45.9765"
"175.9755 , 151.98 , 45.9765","170.9775 , 143.9985 , 2.9835"
"175.9755 , 151.98 , 45.9765","104.9835 , 90.984 , 20.9865"
"175.9755 , 151.98 , 45.9765","250.9965 , 200.991 , 141.984"
"175.9755 , 151.98 , 45.9765","251.991 , 166.9995 , 40.9785"
"175.9755 , 151.98 , 45.9765","228.99 , 154.989 , 91.9785"
"175.9755 , 151.98 , 45.9765","255 , 143.9985 , 0"
"175.9755 , 151.98 , 45.9765","174.981 , 120.9975 , 60.996"
"175.9755 , 151.98 , 45.9765","172.992 , 100.98 , 1.989"
"175.9755 , 151.98 , 45.9765","118.983 , 69.9975 , 11.985"
"175.9755 , 151.98 , 45.9765","250.9965 , 175.9755 , 153"
"175.9755 , 151.98 , 45.9765","251.991 , 112.9905 , 46.9965"
"175.9755 , 151.98 , 45.9765","230.979 , 126.99 , 114.9795"
"175.9755 , 151.98 , 45.9765","232.9935 , 52.989 , 6.987"
"175.9755 , 151.98 , 45.9765","162.996 , 87.975 , 57.987"
"175.9755 , 151.98 , 45.9765","165.9795 , 26.979 , 1.989"
